timestamp,value
2021-01-01 00:02:17,43
2021-01-01 00:02:18,85
2021-01-01 00:02:19,90
2021-01-01 00:02:20,34
2021-01-01 00:02:21,64
2021-01-01 00:02:22,98
2021-01-01 00:02:23,46
2021-01-01 00:02:24,77
2021-01-01 00:02:25,2
2021-01-01 00:02:26,0
2021-01-01 00:02:27,4
2021-01-01 00:02:28,89
2021-01-01 00:02:29,13
2021-01-01 00:02:30,26
2021-01-01 00:02:31,8
2021-01-01 00:02:32,78
2021-01-01 00:02:33,14
2021-01-01 00:02:34,89
2021-01-01 00:02:35,41
2021-01-01 00:02:36,76
2021-01-01 00:02:37,50
2021-01-01 00:02:38,62
2021-01-01 00:02:39,95
2021-01-01 00:02:40,51
2021-01-01 00:02:41,95
2021-01-01 00:02:42,3
2021-01-01 00:02:43,93
2021-01-01 00:02:44,22
2021-01-01 00:02:45,14
2021-01-01 00:02:46,42
2021-01-01 00:02:47,28
2021-01-01 00:02:48,35
2021-01-01 00:02:49,12
2021-01-01 00:02:50,31
2021-01-01 00:02:51,70
2021-01-01 00:02:52,58
2021-01-01 00:02:53,85
2021-01-01 00:02:54,27
2021-01-01 00:02:55,65
2021-01-01 00:02:56,41
2021-01-01 00:02:57,44
2021-01-01 00:02:58,61
2021-01-01 00:02:59,56
2021-01-01 00:03:00,5
2021-01-01 00:03:01,27
2021-01-01 00:03:02,27
2021-01-01 00:03:03,43
2021-01-01 00:03:04,83
2021-01-01 00:03:05,29
2021-01-01 00:03:06,61
2021-01-01 00:03:07,74
2021-01-01 00:03:08,91
2021-01-01 00:03:09,88
2021-01-01 00:03:10,61
2021-01-01 00:03:11,96
2021-01-01 00:03:12,0
2021-01-01 00:03:13,26
2021-01-01 00:03:14,61
2021-01-01 00:03:15,76
2021-01-01 00:03:16,2
2021-01-01 00:03:17,69
2021-01-01 00:03:18,71
2021-01-01 00:03:19,26
2021-01-01 00:03:20,8
2021-01-01 00:03:21,61
2021-01-01 00:03:22,36
2021-01-01 00:03:23,96
2021-01-01 00:03:24,50
2021-01-01 00:03:25,43
2021-01-01 00:03:26,23
2021-01-01 00:03:27,78
2021-01-01 00:03:28,58
2021-01-01 00:03:29,31
2021-01-01 00:03:30,95
2021-01-01 00:03:31,87
2021-01-01 00:03:32,51
2021-01-01 00:03:33,61
2021-01-01 00:03:34,57
2021-01-01 00:03:35,51
2021-01-01 00:03:36,11
2021-01-01 00:03:37,38
2021-01-01 00:03:38,1
2021-01-01 00:03:39,2
2021-01-01 00:03:40,55
2021-01-01 00:03:41,80
2021-01-01 00:03:42,58
2021-01-01 00:03:43,1
2021-01-01 00:03:44,1
2021-01-01 00:03:45,91
2021-01-01 00:03:46,53
2021-01-01 00:03:47,86
2021-01-01 00:03:48,95
2021-01-01 00:03:49,96
2021-01-01 00:03:50,0
2021-01-01 00:03:51,18
2021-01-01 00:03:52,1
2021-01-01 00:03:53,52
2021-01-01 00:03:54,43
2021-01-01 00:03:55,89
2021-01-01 00:03:56,31
2021-01-01 00:03:57,69
2021-01-01 00:03:58,31
2021-01-01 00:03:59,67
2021-01-01 00:04:00,54
2021-01-01 00:04:01,74
2021-01-01 00:04:02,55
2021-01-01 00:04:03,16
2021-01-01 00:04:04,37
2021-01-01 00:04:05,23
2021-01-01 00:04:06,68
2021-01-01 00:04:07,97
2021-01-01 00:04:08,69
2021-01-01 00:04:09,85
2021-01-01 00:04:10,10
2021-01-01 00:04:11,15
2021-01-01 00:04:12,96
2021-01-01 00:04:13,72
2021-01-01 00:04:14,58
2021-01-01 00:04:15,69
2021-01-01 00:04:16,79
2021-01-01 00:04:17,92
2021-01-01 00:04:18,2
2021-01-01 00:04:19,19
2021-01-01 00:04:20,58
2021-01-01 00:04:21,35
2021-01-01 00:04:22,18
2021-01-01 00:04:23,89
2021-01-01 00:04:24,66
2021-01-01 00:04:25,18
2021-01-01 00:04:26,19
2021-01-01 00:04:27,95
2021-01-01 00:04:28,70
2021-01-01 00:04:29,51
2021-01-01 00:04:30,32
2021-01-01 00:04:31,39
2021-01-01 00:04:32,38
2021-01-01 00:04:33,81
2021-01-01 00:04:34,0
2021-01-01 00:04:35,10
2021-01-01 00:04:36,91
2021-01-01 00:04:37,56
2021-01-01 00:04:38,88
2021-01-01 00:04:39,49
2021-01-01 00:04:40,22
2021-01-01 00:04:41,30
2021-01-01 00:04:42,93
2021-01-01 00:04:43,41
2021-01-01 00:04:44,98
2021-01-01 00:04:45,6
2021-01-01 00:04:46,15
2021-01-01 00:04:47,89
2021-01-01 00:04:48,59
2021-01-01 00:04:49,1
2021-01-01 00:04:50,0
2021-01-01 00:04:51,47
2021-01-01 00:04:52,11
2021-01-01 00:04:53,68
2021-01-01 00:04:54,36
2021-01-01 00:04:55,31
2021-01-01 00:04:56,8
2021-01-01 00:04:57,98
2021-01-01 00:04:58,18
2021-01-01 00:04:59,47
2021-01-01 00:05:00,79
2021-01-01 00:05:01,2
2021-01-01 00:05:02,19
2021-01-01 00:05:03,23
2021-01-01 00:05:04,53
2021-01-01 00:05:05,32
2021-01-01 00:05:06,23
2021-01-01 00:05:07,74
2021-01-01 00:05:08,71
2021-01-01 00:05:09,35
2021-01-01 00:05:10,37
2021-01-01 00:05:11,83
2021-01-01 00:05:12,98
2021-01-01 00:05:13,88
2021-01-01 00:05:14,98
2021-01-01 00:05:15,24
2021-01-01 00:05:16,92
2021-01-01 00:05:17,17
2021-01-01 00:05:18,81
2021-01-01 00:05:19,65
2021-01-01 00:05:20,53
2021-01-01 00:05:21,34
2021-01-01 00:05:22,79
2021-01-01 00:05:23,60
2021-01-01 00:05:24,40
2021-01-01 00:05:25,99
2021-01-01 00:05:26,32
2021-01-01 00:05:27,67
2021-01-01 00:05:28,32
2021-01-01 00:05:29,13
2021-01-01 00:05:30,20
2021-01-01 00:05:31,47
2021-01-01 00:05:32,19
2021-01-01 00:05:33,7
2021-01-01 00:05:34,6
2021-01-01 00:05:35,66
2021-01-01 00:05:36,16
2021-01-01 00:05:37,32
2021-01-01 00:05:38,47
2021-01-01 00:05:39,75
2021-01-01 00:05:40,58
2021-01-01 00:05:41,85
2021-01-01 00:05:42,21
2021-01-01 00:05:43,29
2021-01-01 00:05:44,37
2021-01-01 00:05:45,50
2021-01-01 00:05:46,53
2021-01-01 00:05:47,7
2021-01-01 00:05:48,26
2021-01-01 00:05:49,26
2021-01-01 00:05:50,97
2021-01-01 00:05:51,20
2021-01-01 00:05:52,29
2021-01-01 00:05:53,96
2021-01-01 00:05:54,27
2021-01-01 00:05:55,63
2021-01-01 00:05:56,96
2021-01-01 00:05:57,68
2021-01-01 00:05:58,60
2021-01-01 00:05:59,47
2021-01-01 00:06:00,18
2021-01-01 00:06:01,3
2021-01-01 00:06:02,34
2021-01-01 00:06:03,63
2021-01-01 00:06:04,48
2021-01-01 00:06:05,16
2021-01-01 00:06:06,43
2021-01-01 00:06:07,91
2021-01-01 00:06:08,29
2021-01-01 00:06:09,92
2021-01-01 00:06:10,45
2021-01-01 00:06:11,5
2021-01-01 00:06:12,98
2021-01-01 00:06:13,36
2021-01-01 00:06:14,23
2021-01-01 00:06:15,92
2021-01-01 00:06:16,45
2021-01-01 00:06:17,52
2021-01-01 00:06:18,94
2021-01-01 00:06:19,98
2021-01-01 00:06:20,59
2021-01-01 00:06:21,96
2021-01-01 00:06:22,62
2021-01-01 00:06:23,84
2021-01-01 00:06:24,31
2021-01-01 00:06:25,86
2021-01-01 00:06:26,32
2021-01-01 00:06:27,66
2021-01-01 00:06:28,17
2021-01-01 00:06:29,24
2021-01-01 00:06:30,94
2021-01-01 00:06:31,53
2021-01-01 00:06:32,57
2021-01-01 00:06:33,66
2021-01-01 00:06:34,45
2021-01-01 00:06:35,23
2021-01-01 00:06:36,31
2021-01-01 00:06:37,46
2021-01-01 00:06:38,85
2021-01-01 00:06:39,22
2021-01-01 00:06:40,65
2021-01-01 00:06:41,26
2021-01-01 00:06:42,1
2021-01-01 00:06:43,89
2021-01-01 00:06:44,16
2021-01-01 00:06:45,32
2021-01-01 00:06:46,8
2021-01-01 00:06:47,42
2021-01-01 00:06:48,47
2021-01-01 00:06:49,38
2021-01-01 00:06:50,92
2021-01-01 00:06:51,41
2021-01-01 00:06:52,25
2021-01-01 00:06:53,98
2021-01-01 00:06:54,49
2021-01-01 00:06:55,24
2021-01-01 00:06:56,23
2021-01-01 00:06:57,12
2021-01-01 00:06:58,59
2021-01-01 00:06:59,6
2021-01-01 00:07:00,56
2021-01-01 00:07:01,35
2021-01-01 00:07:02,44
2021-01-01 00:07:03,19
2021-01-01 00:07:04,64
2021-01-01 00:07:05,7
2021-01-01 00:07:06,15
2021-01-01 00:07:07,13
2021-01-01 00:07:08,75
2021-01-01 00:07:09,86
2021-01-01 00:07:10,14
2021-01-01 00:07:11,91
2021-01-01 00:07:12,97
2021-01-01 00:07:13,65
2021-01-01 00:07:14,31
2021-01-01 00:07:15,86
2021-01-01 00:07:16,62
2021-01-01 00:07:17,85
2021-01-01 00:07:18,50
2021-01-01 00:07:19,24
2021-01-01 00:07:20,57
2021-01-01 00:07:21,62
2021-01-01 00:07:22,61
2021-01-01 00:07:23,21
2021-01-01 00:07:24,57
2021-01-01 00:07:25,57
2021-01-01 00:07:26,85
2021-01-01 00:07:27,48
2021-01-01 00:07:28,51
2021-01-01 00:07:29,41
2021-01-01 00:07:30,69
2021-01-01 00:07:31,14
2021-01-01 00:07:32,53
2021-01-01 00:07:33,59
2021-01-01 00:07:34,96
2021-01-01 00:07:35,7
2021-01-01 00:07:36,52
2021-01-01 00:07:37,59
2021-01-01 00:07:38,4
2021-01-01 00:07:39,67
2021-01-01 00:07:40,5
2021-01-01 00:07:41,95
2021-01-01 00:07:42,93
2021-01-01 00:07:43,46
2021-01-01 00:07:44,98
2021-01-01 00:07:45,54
2021-01-01 00:07:46,39
2021-01-01 00:07:47,51
2021-01-01 00:07:48,15
2021-01-01 00:07:49,12
2021-01-01 00:07:50,29
2021-01-01 00:07:51,18
2021-01-01 00:07:52,16
2021-01-01 00:07:53,62
2021-01-01 00:07:54,18
2021-01-01 00:07:55,91
2021-01-01 00:07:56,57
2021-01-01 00:07:57,54
2021-01-01 00:07:58,89
2021-01-01 00:07:59,89
2021-01-01 00:08:00,61
2021-01-01 00:08:01,22
2021-01-01 00:08:02,8
2021-01-01 00:08:03,11
2021-01-01 00:08:04,0
2021-01-01 00:08:05,57
2021-01-01 00:08:06,0
2021-01-01 00:08:07,33
2021-01-01 00:08:08,95
2021-01-01 00:08:09,47
2021-01-01 00:08:10,88
2021-01-01 00:08:11,0
2021-01-01 00:08:12,15
2021-01-01 00:08:13,60
2021-01-01 00:08:14,63
2021-01-01 00:08:15,62
2021-01-01 00:08:16,68
2021-01-01 00:08:17,21
2021-01-01 00:08:18,92
2021-01-01 00:08:19,66
2021-01-01 00:08:20,75
2021-01-01 00:08:21,25
2021-01-01 00:08:22,15
2021-01-01 00:08:23,50
2021-01-01 00:08:24,85
2021-01-01 00:08:25,56
2021-01-01 00:08:26,28
2021-01-01 00:08:27,77
2021-01-01 00:08:28,91
2021-01-01 00:08:29,68
2021-01-01 00:08:30,46
2021-01-01 00:08:31,93
2021-01-01 00:08:32,61
2021-01-01 00:08:33,68
2021-01-01 00:08:34,75
2021-01-01 00:08:35,15
2021-01-01 00:08:36,89
2021-01-01 00:08:37,89
2021-01-01 00:08:38,47
2021-01-01 00:08:39,84
2021-01-01 00:08:40,38
2021-01-01 00:08:41,99
2021-01-01 00:08:42,32
2021-01-01 00:08:43,93
2021-01-01 00:08:44,22
2021-01-01 00:08:45,9
2021-01-01 00:08:46,68
2021-01-01 00:08:47,99
2021-01-01 00:08:48,33
2021-01-01 00:08:49,51
2021-01-01 00:08:50,94
2021-01-01 00:08:51,9
2021-01-01 00:08:52,18
2021-01-01 00:08:53,57
2021-01-01 00:08:54,95
2021-01-01 00:08:55,0
2021-01-01 00:08:56,68
2021-01-01 00:08:57,3
2021-01-01 00:08:58,15
2021-01-01 00:08:59,23
2021-01-01 00:09:00,79
2021-01-01 00:09:01,1
2021-01-01 00:09:02,91
2021-01-01 00:09:03,31
2021-01-01 00:09:04,90
2021-01-01 00:09:05,83
2021-01-01 00:09:06,23
2021-01-01 00:09:07,11
2021-01-01 00:09:08,49
2021-01-01 00:09:09,34
2021-01-01 00:09:10,32
2021-01-01 00:09:11,32
2021-01-01 00:09:12,60
2021-01-01 00:09:13,50
2021-01-01 00:09:14,42
2021-01-01 00:09:15,11
2021-01-01 00:09:16,66
2021-01-01 00:09:17,64
2021-01-01 00:09:18,32
2021-01-01 00:09:19,39
2021-01-01 00:09:20,73
2021-01-01 00:09:21,42
2021-01-01 00:09:22,43
2021-01-01 00:09:23,28
2021-01-01 00:09:24,12
2021-01-01 00:09:25,11
2021-01-01 00:09:26,94
2021-01-01 00:09:27,45
2021-01-01 00:09:28,1
2021-01-01 00:09:29,34
2021-01-01 00:09:30,86
2021-01-01 00:09:31,80
2021-01-01 00:09:32,89
2021-01-01 00:09:33,7
2021-01-01 00:09:34,92
2021-01-01 00:09:35,25
2021-01-01 00:09:36,73
2021-01-01 00:09:37,89
2021-01-01 00:09:38,33
2021-01-01 00:09:39,6
2021-01-01 00:09:40,67
2021-01-01 00:09:41,57
2021-01-01 00:09:42,74
2021-01-01 00:09:43,28
2021-01-01 00:09:44,35
2021-01-01 00:09:45,88
2021-01-01 00:09:46,20
2021-01-01 00:09:47,35
2021-01-01 00:09:48,9
2021-01-01 00:09:49,72
2021-01-01 00:09:50,23
2021-01-01 00:09:51,63
2021-01-01 00:09:52,98
2021-01-01 00:09:53,48
2021-01-01 00:09:54,98
2021-01-01 00:09:55,35
2021-01-01 00:09:56,81
2021-01-01 00:09:57,95
2021-01-01 00:09:58,23
2021-01-01 00:09:59,22
2021-01-01 00:10:00,61
2021-01-01 00:10:01,95
2021-01-01 00:10:02,36
2021-01-01 00:10:03,11
2021-01-01 00:10:04,54
2021-01-01 00:10:05,12
2021-01-01 00:10:06,22
2021-01-01 00:10:07,88
2021-01-01 00:10:08,98
2021-01-01 00:10:09,29
2021-01-01 00:10:10,16
2021-01-01 00:10:11,61
2021-01-01 00:10:12,83
2021-01-01 00:10:13,88
2021-01-01 00:10:14,85
2021-01-01 00:10:15,12
2021-01-01 00:10:16,58
2021-01-01 00:10:17,18
2021-01-01 00:10:18,48
2021-01-01 00:10:19,99
2021-01-01 00:10:20,11
2021-01-01 00:10:21,60
2021-01-01 00:10:22,18
2021-01-01 00:10:23,75
2021-01-01 00:10:24,8
2021-01-01 00:10:25,70
2021-01-01 00:10:26,27
2021-01-01 00:10:27,77
2021-01-01 00:10:28,94
2021-01-01 00:10:29,51
2021-01-01 00:10:30,82
2021-01-01 00:10:31,15
2021-01-01 00:10:32,68
2021-01-01 00:10:33,98
2021-01-01 00:10:34,11
2021-01-01 00:10:35,24
2021-01-01 00:10:36,51
2021-01-01 00:10:37,84
2021-01-01 00:10:38,99
2021-01-01 00:10:39,52
2021-01-01 00:10:40,22
2021-01-01 00:10:41,15
2021-01-01 00:10:42,56
2021-01-01 00:10:43,38
2021-01-01 00:10:44,52
2021-01-01 00:10:45,41
2021-01-01 00:10:46,57
2021-01-01 00:10:47,38
2021-01-01 00:10:48,13
2021-01-01 00:10:49,94
2021-01-01 00:10:50,4
2021-01-01 00:10:51,34
2021-01-01 00:10:52,86
2021-01-01 00:10:53,92
2021-01-01 00:10:54,74
2021-01-01 00:10:55,17
2021-01-01 00:10:56,75
2021-01-01 00:10:57,8
2021-01-01 00:10:58,73
2021-01-01 00:10:59,57
2021-01-01 00:11:00,16
2021-01-01 00:11:01,6
2021-01-01 00:11:02,45
2021-01-01 00:11:03,12
2021-01-01 00:11:04,39
2021-01-01 00:11:05,41
2021-01-01 00:11:06,8
2021-01-01 00:11:07,49
2021-01-01 00:11:08,26
2021-01-01 00:11:09,65
2021-01-01 00:11:10,4
2021-01-01 00:11:11,28
2021-01-01 00:11:12,36
2021-01-01 00:11:13,37
2021-01-01 00:11:14,82
2021-01-01 00:11:15,7
2021-01-01 00:11:16,64
2021-01-01 00:11:17,85
2021-01-01 00:11:18,16
2021-01-01 00:11:19,70
2021-01-01 00:11:20,88
2021-01-01 00:11:21,44
2021-01-01 00:11:22,3
2021-01-01 00:11:23,35
2021-01-01 00:11:24,69
2021-01-01 00:11:25,30
2021-01-01 00:11:26,18
2021-01-01 00:11:27,60
2021-01-01 00:11:28,53
2021-01-01 00:11:29,38
2021-01-01 00:11:30,90
2021-01-01 00:11:31,73
2021-01-01 00:11:32,89
2021-01-01 00:11:33,18
2021-01-01 00:11:34,38
2021-01-01 00:11:35,66
2021-01-01 00:11:36,44
2021-01-01 00:11:37,12
2021-01-01 00:11:38,91
2021-01-01 00:11:39,57
2021-01-01 00:11:40,19
2021-01-01 00:11:41,91
2021-01-01 00:11:42,71
2021-01-01 00:11:43,60
2021-01-01 00:11:44,38
2021-01-01 00:11:45,0
2021-01-01 00:11:46,2
2021-01-01 00:11:47,76
2021-01-01 00:11:48,91
2021-01-01 00:11:49,61
2021-01-01 00:11:50,62
2021-01-01 00:11:51,24
2021-01-01 00:11:52,55
2021-01-01 00:11:53,32
2021-01-01 00:11:54,37
2021-01-01 00:11:55,5
2021-01-01 00:11:56,57
2021-01-01 00:11:57,43
2021-01-01 00:11:58,44
2021-01-01 00:11:59,31
2021-01-01 00:12:00,44
2021-01-01 00:12:01,60
2021-01-01 00:12:02,46
2021-01-01 00:12:03,20
2021-01-01 00:12:04,79
2021-01-01 00:12:05,84
2021-01-01 00:12:06,74
2021-01-01 00:12:07,35
2021-01-01 00:12:08,98
2021-01-01 00:12:09,18
2021-01-01 00:12:10,19
2021-01-01 00:12:11,56
2021-01-01 00:12:12,17
2021-01-01 00:12:13,46
2021-01-01 00:12:14,48
2021-01-01 00:12:15,13
2021-01-01 00:12:16,14
2021-01-01 00:12:17,30
2021-01-01 00:12:18,0
2021-01-01 00:12:19,53
2021-01-01 00:12:20,2
2021-01-01 00:12:21,15
2021-01-01 00:12:22,86
2021-01-01 00:12:23,56
2021-01-01 00:12:24,74
2021-01-01 00:12:25,11
2021-01-01 00:12:26,73
2021-01-01 00:12:27,95
2021-01-01 00:12:28,15
2021-01-01 00:12:29,71
2021-01-01 00:12:30,75
2021-01-01 00:12:31,23
2021-01-01 00:12:32,27
2021-01-01 00:12:33,7
2021-01-01 00:12:34,91
2021-01-01 00:12:35,35
2021-01-01 00:12:36,89
2021-01-01 00:12:37,7
2021-01-01 00:12:38,57
2021-01-01 00:12:39,59
2021-01-01 00:12:40,49
2021-01-01 00:12:41,27
2021-01-01 00:12:42,91
2021-01-01 00:12:43,40
2021-01-01 00:12:44,99
2021-01-01 00:12:45,63
2021-01-01 00:12:46,26
2021-01-01 00:12:47,62
2021-01-01 00:12:48,16
2021-01-01 00:12:49,72
2021-01-01 00:12:50,32
2021-01-01 00:12:51,83
2021-01-01 00:12:52,76
2021-01-01 00:12:53,91
2021-01-01 00:12:54,28
2021-01-01 00:12:55,12
2021-01-01 00:12:56,45
2021-01-01 00:12:57,34
2021-01-01 00:12:58,5
2021-01-01 00:12:59,81
2021-01-01 00:13:00,68
2021-01-01 00:13:01,46
2021-01-01 00:13:02,24
2021-01-01 00:13:03,65
2021-01-01 00:13:04,9
2021-01-01 00:13:05,55
2021-01-01 00:13:06,29
2021-01-01 00:13:07,4
2021-01-01 00:13:08,32
2021-01-01 00:13:09,64
2021-01-01 00:13:10,17
2021-01-01 00:13:11,95
2021-01-01 00:13:12,48
2021-01-01 00:13:13,10
2021-01-01 00:13:14,84
2021-01-01 00:13:15,25
2021-01-01 00:13:16,62
2021-01-01 00:13:17,88
2021-01-01 00:13:18,85
2021-01-01 00:13:19,58
2021-01-01 00:13:20,26
2021-01-01 00:13:21,48
2021-01-01 00:13:22,76
2021-01-01 00:13:23,32
2021-01-01 00:13:24,97
2021-01-01 00:13:25,98
2021-01-01 00:13:26,0
2021-01-01 00:13:27,20
2021-01-01 00:13:28,54
2021-01-01 00:13:29,5
2021-01-01 00:13:30,91
2021-01-01 00:13:31,80
2021-01-01 00:13:32,68
2021-01-01 00:13:33,94
2021-01-01 00:13:34,4
2021-01-01 00:13:35,2
2021-01-01 00:13:36,52
2021-01-01 00:13:37,22
2021-01-01 00:13:38,52
2021-01-01 00:13:39,36
2021-01-01 00:13:40,73
2021-01-01 00:13:41,73
2021-01-01 00:13:42,82
2021-01-01 00:13:43,16
2021-01-01 00:13:44,84
2021-01-01 00:13:45,77
2021-01-01 00:13:46,72
2021-01-01 00:13:47,0
2021-01-01 00:13:48,50
2021-01-01 00:13:49,44
2021-01-01 00:13:50,76
2021-01-01 00:13:51,3
2021-01-01 00:13:52,61
2021-01-01 00:13:53,64
2021-01-01 00:13:54,31
2021-01-01 00:13:55,33
2021-01-01 00:13:56,91
2021-01-01 00:13:57,94
2021-01-01 00:13:58,71
2021-01-01 00:13:59,38
2021-01-01 00:14:00,25
2021-01-01 00:14:01,33
2021-01-01 00:14:02,53
2021-01-01 00:14:03,2
2021-01-01 00:14:04,49
2021-01-01 00:14:05,11
2021-01-01 00:14:06,64
2021-01-01 00:14:07,53
2021-01-01 00:14:08,4
2021-01-01 00:14:09,93
2021-01-01 00:14:10,93
2021-01-01 00:14:11,56
2021-01-01 00:14:12,16
2021-01-01 00:14:13,46
2021-01-01 00:14:14,22
2021-01-01 00:14:15,78
2021-01-01 00:14:16,84
2021-01-01 00:14:17,13
2021-01-01 00:14:18,65
2021-01-01 00:14:19,74
2021-01-01 00:14:20,50
2021-01-01 00:14:21,37
2021-01-01 00:14:22,63
2021-01-01 00:14:23,97
2021-01-01 00:14:24,37
2021-01-01 00:14:25,49
2021-01-01 00:14:26,97
2021-01-01 00:14:27,81
2021-01-01 00:14:28,29
2021-01-01 00:14:29,78
2021-01-01 00:14:30,90
2021-01-01 00:14:31,50
2021-01-01 00:14:32,62
2021-01-01 00:14:33,97
2021-01-01 00:14:34,51
2021-01-01 00:14:35,37
2021-01-01 00:14:36,96
2021-01-01 00:14:37,87
2021-01-01 00:14:38,78
2021-01-01 00:14:39,29
2021-01-01 00:14:40,50
2021-01-01 00:14:41,80
2021-01-01 00:14:42,4
2021-01-01 00:14:43,28
2021-01-01 00:14:44,3
2021-01-01 00:14:45,9
2021-01-01 00:14:46,55
2021-01-01 00:14:47,16
2021-01-01 00:14:48,73
2021-01-01 00:14:49,16
2021-01-01 00:14:50,83
2021-01-01 00:14:51,87
2021-01-01 00:14:52,68
2021-01-01 00:14:53,33
2021-01-01 00:14:54,5
2021-01-01 00:14:55,52
2021-01-01 00:14:56,65
2021-01-01 00:14:57,76
2021-01-01 00:14:58,42
2021-01-01 00:14:59,74
2021-01-01 00:15:00,22
2021-01-01 00:15:01,54
2021-01-01 00:15:02,79
2021-01-01 00:15:03,94
2021-01-01 00:15:04,74
2021-01-01 00:15:05,15
2021-01-01 00:15:06,7
2021-01-01 00:15:07,3
2021-01-01 00:15:08,3
2021-01-01 00:15:09,55
2021-01-01 00:15:10,24
2021-01-01 00:15:11,66
2021-01-01 00:15:12,95
2021-01-01 00:15:13,66
2021-01-01 00:15:14,26
2021-01-01 00:15:15,92
2021-01-01 00:15:16,31
2021-01-01 00:15:17,49
2021-01-01 00:15:18,60
2021-01-01 00:15:19,50
2021-01-01 00:15:20,18
2021-01-01 00:15:21,20
2021-01-01 00:15:22,4
2021-01-01 00:15:23,81
2021-01-01 00:15:24,91
2021-01-01 00:15:25,41
2021-01-01 00:15:26,60
2021-01-01 00:15:27,21
2021-01-01 00:15:28,20
2021-01-01 00:15:29,69
2021-01-01 00:15:30,0
2021-01-01 00:15:31,4
